id,course_id,dept_id,data_loaded_at
635,347,6,2024-10-08 16:11:56.496826
636,348,5,2024-10-08 16:11:56.496826
637,349,6,2024-10-08 16:11:56.496826
638,349,7,2024-10-08 16:11:56.496826
639,350,5,2024-10-08 16:11:56.496826
640,350,8,2024-10-08 16:11:56.496826
641,351,15,2024-10-08 16:11:56.496826
642,352,3,2024-10-08 16:11:56.496826
643,353,6,2024-10-08 16:11:56.496826
644,354,6,2024-10-08 16:11:56.496826
645,355,8,2024-10-08 16:11:56.496826
646,356,2,2024-10-08 16:11:56.496826
647,356,3,2024-10-08 16:11:56.496826
648,356,7,2024-10-08 16:11:56.496826
649,357,2,2024-10-08 16:11:56.496826
650,357,7,2024-10-08 16:11:56.496826
651,358,6,2024-10-08 16:11:56.496826
652,359,5,2024-10-08 16:11:56.496826
653,359,8,2024-10-08 16:11:56.496826
654,360,9,2024-10-08 16:11:56.496826
655,361,3,2024-10-08 16:11:56.496826
656,362,15,2024-10-08 16:11:56.496826
657,363,2,2024-10-08 16:11:56.496826
658,363,6,2024-10-08 16:11:56.496826
659,363,7,2024-10-08 16:11:56.496826
660,364,2,2024-10-08 16:11:56.496826
661,364,6,2024-10-08 16:11:56.496826
662,365,5,2024-10-08 16:11:56.496826
663,365,9,2024-10-08 16:11:56.496826
664,366,3,2024-10-08 16:11:56.496826
665,367,13,2024-10-08 16:11:56.496826
666,368,6,2024-10-08 16:11:56.496826
667,369,9,2024-10-08 16:11:56.496826
668,370,7,2024-10-08 16:11:56.496826
669,370,9,2024-10-08 16:11:56.496826
670,371,3,2024-10-08 16:11:56.496826
671,372,14,2024-10-08 16:11:56.496826
672,373,6,2024-10-08 16:11:56.496826
673,373,7,2024-10-08 16:11:56.496826
674,374,7,2024-10-08 16:11:56.496826
675,375,15,2024-10-08 16:11:56.496826
676,376,5,2024-10-08 16:11:56.496826
677,377,6,2024-10-08 16:11:56.496826
678,378,6,2024-10-08 16:11:56.496826
679,379,3,2024-10-08 16:11:56.496826
680,379,6,2024-10-08 16:11:56.496826
681,380,6,2024-10-08 16:11:56.496826
682,381,6,2024-10-08 16:11:56.496826
683,382,3,2024-10-08 16:11:56.496826
684,382,7,2024-10-08 16:11:56.496826
685,382,8,2024-10-08 16:11:56.496826
686,383,6,2024-10-08 16:11:56.496826
687,384,8,2024-10-08 16:11:56.496826
688,385,2,2024-10-08 16:11:56.496826
689,385,7,2024-10-08 16:11:56.496826
690,386,3,2024-10-08 16:11:56.496826
691,387,2,2024-10-08 16:11:56.496826
692,387,5,2024-10-08 16:11:56.496826
693,387,7,2024-10-08 16:11:56.496826
694,388,6,2024-10-08 16:11:56.496826
695,389,15,2024-10-08 16:11:56.496826
696,390,3,2024-10-08 16:11:56.496826
697,390,6,2024-10-08 16:11:56.496826
698,391,6,2024-10-08 16:11:56.496826
699,392,5,2024-10-08 16:11:56.496826
700,392,7,2024-10-08 16:11:56.496826
701,393,3,2024-10-08 16:11:56.496826
702,394,2,2024-10-08 16:11:56.496826
703,394,7,2024-10-08 16:11:56.496826
704,395,2,2024-10-08 16:11:56.496826
705,395,7,2024-10-08 16:11:56.496826
706,395,9,2024-10-08 16:11:56.496826
707,396,6,2024-10-08 16:11:56.496826
708,397,2,2024-10-08 16:11:56.496826
709,397,4,2024-10-08 16:11:56.496826
710,397,7,2024-10-08 16:11:56.496826
711,397,8,2024-10-08 16:11:56.496826
712,398,2,2024-10-08 16:11:56.496826
713,398,7,2024-10-08 16:11:56.496826
714,399,6,2024-10-08 16:11:56.496826
715,400,3,2024-10-08 16:11:56.496826
716,400,10,2024-10-08 16:11:56.496826
717,400,11,2024-10-08 16:11:56.496826
718,400,12,2024-10-08 16:11:56.496826
719,401,4,2024-10-08 16:11:56.496826
720,401,6,2024-10-08 16:11:56.496826
721,401,8,2024-10-08 16:11:56.496826
722,402,2,2024-10-08 16:11:56.496826
723,402,6,2024-10-08 16:11:56.496826
724,402,7,2024-10-08 16:11:56.496826
725,402,9,2024-10-08 16:11:56.496826
726,403,6,2024-10-08 16:11:56.496826
727,404,5,2024-10-08 16:11:56.496826
728,404,8,2024-10-08 16:11:56.496826
729,404,9,2024-10-08 16:11:56.496826
730,404,14,2024-10-08 16:11:56.496826
731,405,6,2024-10-08 16:11:56.496826
732,406,5,2024-10-08 16:11:56.496826
733,406,14,2024-10-08 16:11:56.496826
734,407,2,2024-10-08 16:11:56.496826
735,407,6,2024-10-08 16:11:56.496826
736,408,5,2024-10-08 16:11:56.496826
737,409,6,2024-10-08 16:11:56.496826
738,409,8,2024-10-08 16:11:56.496826
739,409,9,2024-10-08 16:11:56.496826
740,410,6,2024-10-08 16:11:56.496826
741,410,9,2024-10-08 16:11:56.496826
742,411,3,2024-10-08 16:11:56.496826
743,412,2,2024-10-08 16:11:56.496826
744,412,6,2024-10-08 16:11:56.496826
745,412,7,2024-10-08 16:11:56.496826
746,413,5,2024-10-08 16:11:56.496826
747,413,13,2024-10-08 16:11:56.496826
748,414,6,2024-10-08 16:11:56.496826
749,415,7,2024-10-08 16:11:56.496826
750,416,3,2024-10-08 16:11:56.496826
751,416,14,2024-10-08 16:11:56.496826
752,417,3,2024-10-08 16:11:56.496826
753,418,3,2024-10-08 16:11:56.496826
754,419,4,2024-10-08 16:11:56.496826
755,420,3,2024-10-08 16:11:56.496826
756,421,2,2024-10-08 16:11:56.496826
757,421,3,2024-10-08 16:11:56.496826
758,421,7,2024-10-08 16:11:56.496826
759,422,5,2024-10-08 16:11:56.496826
760,422,7,2024-10-08 16:11:56.496826
761,423,5,2024-10-08 16:11:56.496826
762,423,14,2024-10-08 16:11:56.496826
763,424,2,2024-10-08 16:11:56.496826
764,424,6,2024-10-08 16:11:56.496826
765,424,10,2024-10-08 16:11:56.496826
766,425,6,2024-10-08 16:11:56.496826
767,425,9,2024-10-08 16:11:56.496826
768,426,6,2024-10-08 16:11:56.496826
769,426,7,2024-10-08 16:11:56.496826
770,426,10,2024-10-08 16:11:56.496826
771,427,5,2024-10-08 16:11:56.496826
772,427,6,2024-10-08 16:11:56.496826
773,428,6,2024-10-08 16:11:56.496826
774,429,2,2024-10-08 16:11:56.496826
775,429,7,2024-10-08 16:11:56.496826
776,430,2,2024-10-08 16:11:56.496826
777,430,3,2024-10-08 16:11:56.496826
778,430,12,2024-10-08 16:11:56.496826
779,431,8,2024-10-08 16:11:56.496826
780,432,5,2024-10-08 16:11:56.496826
781,433,9,2024-10-08 16:11:56.496826
782,434,3,2024-10-08 16:11:56.496826
783,435,2,2024-10-08 16:11:56.496826
784,435,9,2024-10-08 16:11:56.496826
785,436,13,2024-10-08 16:11:56.496826
786,437,2,2024-10-08 16:11:56.496826
787,438,9,2024-10-08 16:11:56.496826
788,439,3,2024-10-08 16:11:56.496826
789,440,2,2024-10-08 16:11:56.496826
790,440,6,2024-10-08 16:11:56.496826
791,441,5,2024-10-08 16:11:56.496826
792,441,15,2024-10-08 16:11:56.496826
793,442,2,2024-10-08 16:11:56.496826
794,442,3,2024-10-08 16:11:56.496826
795,442,7,2024-10-08 16:11:56.496826
796,442,9,2024-10-08 16:11:56.496826
797,443,6,2024-10-08 16:11:56.496826
798,444,2,2024-10-08 16:11:56.496826
799,444,3,2024-10-08 16:11:56.496826
800,444,6,2024-10-08 16:11:56.496826
801,444,7,2024-10-08 16:11:56.496826
802,445,3,2024-10-08 16:11:56.496826
803,445,9,2024-10-08 16:11:56.496826
804,445,10,2024-10-08 16:11:56.496826
805,445,11,2024-10-08 16:11:56.496826
806,445,12,2024-10-08 16:11:56.496826
807,446,5,2024-10-08 16:11:56.496826
808,447,6,2024-10-08 16:11:56.496826
809,447,10,2024-10-08 16:11:56.496826
810,447,11,2024-10-08 16:11:56.496826
811,447,12,2024-10-08 16:11:56.496826
812,448,6,2024-10-08 16:11:56.496826
813,449,6,2024-10-08 16:11:56.496826
814,450,15,2024-10-08 16:11:56.496826
815,451,3,2024-10-08 16:11:56.496826
816,451,5,2024-10-08 16:11:56.496826
817,451,10,2024-10-08 16:11:56.496826
818,451,12,2024-10-08 16:11:56.496826
819,452,3,2024-10-08 16:11:56.496826
820,452,7,2024-10-08 16:11:56.496826
821,452,9,2024-10-08 16:11:56.496826
822,453,5,2024-10-08 16:11:56.496826
823,454,2,2024-10-08 16:11:56.496826
824,454,3,2024-10-08 16:11:56.496826
825,454,7,2024-10-08 16:11:56.496826
826,454,9,2024-10-08 16:11:56.496826
827,455,7,2024-10-08 16:11:56.496826
828,456,8,2024-10-08 16:11:56.496826
829,457,2,2024-10-08 16:11:56.496826
830,458,14,2024-10-08 16:11:56.496826
831,459,6,2024-10-08 16:11:56.496826
832,460,3,2024-10-08 16:11:56.496826
833,460,10,2024-10-08 16:11:56.496826
834,460,11,2024-10-08 16:11:56.496826
835,460,12,2024-10-08 16:11:56.496826
836,461,2,2024-10-08 16:11:56.496826
837,461,5,2024-10-08 16:11:56.496826
838,461,6,2024-10-08 16:11:56.496826
839,462,2,2024-10-08 16:11:56.496826
840,462,9,2024-10-08 16:11:56.496826
841,463,6,2024-10-08 16:11:56.496826
842,464,2,2024-10-08 16:11:56.496826
843,464,9,2024-10-08 16:11:56.496826
844,465,9,2024-10-08 16:11:56.496826
845,466,13,2024-10-08 16:11:56.496826
846,467,2,2024-10-08 16:11:56.496826
847,467,7,2024-10-08 16:11:56.496826
848,468,3,2024-10-08 16:11:56.496826
849,469,2,2024-10-08 16:11:56.496826
850,469,5,2024-10-08 16:11:56.496826
851,469,6,2024-10-08 16:11:56.496826
852,469,13,2024-10-08 16:11:56.496826
853,470,2,2024-10-08 16:11:56.496826
854,470,5,2024-10-08 16:11:56.496826
855,470,7,2024-10-08 16:11:56.496826
856,471,6,2024-10-08 16:11:56.496826
857,472,3,2024-10-08 16:11:56.496826
858,473,3,2024-10-08 16:11:56.496826
859,474,6,2024-10-08 16:11:56.496826
860,475,5,2024-10-08 16:11:56.496826
861,476,4,2024-10-08 16:11:56.496826
862,476,6,2024-10-08 16:11:56.496826
863,477,2,2024-10-08 16:11:56.496826
864,477,7,2024-10-08 16:11:56.496826
865,478,3,2024-10-08 16:11:56.496826
866,478,4,2024-10-08 16:11:56.496826
867,478,8,2024-10-08 16:11:56.496826
868,478,9,2024-10-08 16:11:56.496826
869,479,5,2024-10-08 16:11:56.496826
870,480,2,2024-10-08 16:11:56.496826
871,481,5,2024-10-08 16:11:56.496826
872,481,15,2024-10-08 16:11:56.496826
873,482,6,2024-10-08 16:11:56.496826
874,483,6,2024-10-08 16:11:56.496826
875,484,6,2024-10-08 16:11:56.496826
876,485,2,2024-10-08 16:11:56.496826
877,485,7,2024-10-08 16:11:56.496826
878,485,9,2024-10-08 16:11:56.496826
879,486,2,2024-10-08 16:11:56.496826
880,486,7,2024-10-08 16:11:56.496826
881,487,9,2024-10-08 16:11:56.496826
882,488,15,2024-10-08 16:11:56.496826
883,489,15,2024-10-08 16:11:56.496826
884,490,3,2024-10-08 16:11:56.496826
885,490,5,2024-10-08 16:11:56.496826
886,490,14,2024-10-08 16:11:56.496826
887,491,15,2024-10-08 16:11:56.496826
888,492,2,2024-10-08 16:11:56.496826
889,492,4,2024-10-08 16:11:56.496826
890,492,6,2024-10-08 16:11:56.496826
891,493,14,2024-10-08 16:11:56.496826
892,494,2,2024-10-08 16:11:56.496826
893,494,6,2024-10-08 16:11:56.496826
894,494,7,2024-10-08 16:11:56.496826
895,495,6,2024-10-08 16:11:56.496826
896,496,6,2024-10-08 16:11:56.496826
897,496,15,2024-10-08 16:11:56.496826
898,497,2,2024-10-08 16:11:56.496826
899,497,7,2024-10-08 16:11:56.496826
900,497,9,2024-10-08 16:11:56.496826
901,498,6,2024-10-08 16:11:56.496826
902,499,7,2024-10-08 16:11:56.496826
903,499,9,2024-10-08 16:11:56.496826
904,500,9,2024-10-08 16:11:56.496826
905,501,2,2024-10-08 16:11:56.496826
906,501,7,2024-10-08 16:11:56.496826
907,502,2,2024-10-08 16:11:56.496826
908,502,7,2024-10-08 16:11:56.496826
909,503,3,2024-10-08 16:11:56.496826
910,503,10,2024-10-08 16:11:56.496826
911,503,11,2024-10-08 16:11:56.496826
912,503,12,2024-10-08 16:11:56.496826
913,504,6,2024-10-08 16:11:56.496826
914,504,7,2024-10-08 16:11:56.496826
915,505,6,2024-10-08 16:11:56.496826
916,506,7,2024-10-08 16:11:56.496826
917,506,8,2024-10-08 16:11:56.496826
918,507,5,2024-10-08 16:11:56.496826
919,508,6,2024-10-08 16:11:56.496826
920,509,9,2024-10-08 16:11:56.496826
921,510,6,2024-10-08 16:11:56.496826
922,510,9,2024-10-08 16:11:56.496826
923,511,2,2024-10-08 16:11:56.496826
924,511,5,2024-10-08 16:11:56.496826
925,511,9,2024-10-08 16:11:56.496826
926,512,7,2024-10-08 16:11:56.496826
927,513,2,2024-10-08 16:11:56.496826
928,513,6,2024-10-08 16:11:56.496826
929,513,7,2024-10-08 16:11:56.496826
930,514,15,2024-10-08 16:11:56.496826
931,515,9,2024-10-08 16:11:56.496826
932,516,2,2024-10-08 16:11:56.496826
933,516,6,2024-10-08 16:11:56.496826
934,516,7,2024-10-08 16:11:56.496826
935,517,2,2024-10-08 16:11:56.496826
936,518,5,2024-10-08 16:11:56.496826
937,518,6,2024-10-08 16:11:56.496826
938,519,2,2024-10-08 16:11:56.496826
939,519,3,2024-10-08 16:11:56.496826
940,519,7,2024-10-08 16:11:56.496826
941,520,2,2024-10-08 16:11:56.496826
942,520,3,2024-10-08 16:11:56.496826
943,520,7,2024-10-08 16:11:56.496826
944,521,7,2024-10-08 16:11:56.496826
945,522,2,2024-10-08 16:11:56.496826
946,522,6,2024-10-08 16:11:56.496826
947,523,2,2024-10-08 16:11:56.496826
948,523,6,2024-10-08 16:11:56.496826
949,524,2,2024-10-08 16:11:56.496826
950,525,6,2024-10-08 16:11:56.496826
951,526,2,2024-10-08 16:11:56.496826
952,526,7,2024-10-08 16:11:56.496826
953,526,9,2024-10-08 16:11:56.496826
954,527,6,2024-10-08 16:11:56.496826
955,528,13,2024-10-08 16:11:56.496826
956,529,15,2024-10-08 16:11:56.496826
957,530,7,2024-10-08 16:11:56.496826
958,531,3,2024-10-08 16:11:56.496826
959,531,11,2024-10-08 16:11:56.496826
960,532,6,2024-10-08 16:11:56.496826
961,532,15,2024-10-08 16:11:56.496826
962,533,6,2024-10-08 16:11:56.496826
963,534,2,2024-10-08 16:11:56.496826
964,535,3,2024-10-08 16:11:56.496826
965,535,9,2024-10-08 16:11:56.496826
966,536,6,2024-10-08 16:11:56.496826
967,537,5,2024-10-08 16:11:56.496826
968,538,2,2024-10-08 16:11:56.496826
969,538,6,2024-10-08 16:11:56.496826
970,539,15,2024-10-08 16:11:56.496826
971,540,15,2024-10-08 16:11:56.496826
972,541,2,2024-10-08 16:11:56.496826
973,541,4,2024-10-08 16:11:56.496826
974,541,6,2024-10-08 16:11:56.496826
975,541,8,2024-10-08 16:11:56.496826
976,542,3,2024-10-08 16:11:56.496826
977,543,7,2024-10-08 16:11:56.496826
978,544,5,2024-10-08 16:11:56.496826
979,544,9,2024-10-08 16:11:56.496826
980,545,6,2024-10-08 16:11:56.496826
981,546,5,2024-10-08 16:11:56.496826
982,546,6,2024-10-08 16:11:56.496826
983,546,7,2024-10-08 16:11:56.496826
984,547,3,2024-10-08 16:11:56.496826
985,547,5,2024-10-08 16:11:56.496826
986,547,8,2024-10-08 16:11:56.496826
987,548,6,2024-10-08 16:11:56.496826
988,549,6,2024-10-08 16:11:56.496826
989,550,3,2024-10-08 16:11:56.496826
990,550,5,2024-10-08 16:11:56.496826
991,551,15,2024-10-08 16:11:56.496826
992,552,5,2024-10-08 16:11:56.496826
993,553,2,2024-10-08 16:11:56.496826
994,553,3,2024-10-08 16:11:56.496826
995,554,6,2024-10-08 16:11:56.496826
996,555,5,2024-10-08 16:11:56.496826
997,555,9,2024-10-08 16:11:56.496826
998,555,12,2024-10-08 16:11:56.496826
999,556,2,2024-10-08 16:11:56.496826
1000,556,7,2024-10-08 16:11:56.496826
1001,557,5,2024-10-08 16:11:56.496826
1002,557,6,2024-10-08 16:11:56.496826
1003,557,7,2024-10-08 16:11:56.496826
1004,557,8,2024-10-08 16:11:56.496826
1005,558,3,2024-10-08 16:11:56.496826
1006,559,3,2024-10-08 16:11:56.496826
1007,559,10,2024-10-08 16:11:56.496826
1008,559,11,2024-10-08 16:11:56.496826
1009,559,12,2024-10-08 16:11:56.496826
1010,560,2,2024-10-08 16:11:56.496826
1011,560,9,2024-10-08 16:11:56.496826
1012,561,15,2024-10-08 16:11:56.496826
1013,562,2,2024-10-08 16:11:56.496826
1014,562,3,2024-10-08 16:11:56.496826
1015,562,7,2024-10-08 16:11:56.496826
1016,563,5,2024-10-08 16:11:56.496826
1017,563,7,2024-10-08 16:11:56.496826
1018,564,6,2024-10-08 16:11:56.496826
1019,565,7,2024-10-08 16:11:56.496826
1020,566,6,2024-10-08 16:11:56.496826
1021,567,2,2024-10-08 16:11:56.496826
1022,567,3,2024-10-08 16:11:56.496826
1023,567,7,2024-10-08 16:11:56.496826
1024,568,3,2024-10-08 16:11:56.496826
1025,569,6,2024-10-08 16:11:56.496826
1026,569,9,2024-10-08 16:11:56.496826
1027,570,7,2024-10-08 16:11:56.496826
1028,571,6,2024-10-08 16:11:56.496826
1029,572,6,2024-10-08 16:11:56.496826
1030,573,2,2024-10-08 16:11:56.496826
1031,573,3,2024-10-08 16:11:56.496826
1032,573,7,2024-10-08 16:11:56.496826
1033,573,12,2024-10-08 16:11:56.496826
1034,574,3,2024-10-08 16:11:56.496826
1035,574,5,2024-10-08 16:11:56.496826
1036,574,14,2024-10-08 16:11:56.496826
1037,575,14,2024-10-08 16:11:56.496826
1038,576,10,2024-10-08 16:11:56.496826
1039,576,11,2024-10-08 16:11:56.496826
1040,576,12,2024-10-08 16:11:56.496826
1041,577,14,2024-10-08 16:11:56.496826
1042,578,9,2024-10-08 16:11:56.496826
1043,579,3,2024-10-08 16:11:56.496826
1044,579,14,2024-10-08 16:11:56.496826
1045,580,2,2024-10-08 16:11:56.496826
1046,581,6,2024-10-08 16:11:56.496826
1047,581,7,2024-10-08 16:11:56.496826
1048,582,10,2024-10-08 16:11:56.496826
1049,583,2,2024-10-08 16:11:56.496826
1050,583,7,2024-10-08 16:11:56.496826
1051,584,6,2024-10-08 16:11:56.496826
1052,585,9,2024-10-08 16:11:56.496826
1053,586,2,2024-10-08 16:11:56.496826
1054,587,3,2024-10-08 16:11:56.496826
1055,587,5,2024-10-08 16:11:56.496826
1056,587,10,2024-10-08 16:11:56.496826
1057,587,11,2024-10-08 16:11:56.496826
1058,587,12,2024-10-08 16:11:56.496826
1059,588,2,2024-10-08 16:11:56.496826
1060,588,9,2024-10-08 16:11:56.496826
1061,589,6,2024-10-08 16:11:56.496826
1062,590,3,2024-10-08 16:11:56.496826
1063,590,5,2024-10-08 16:11:56.496826
1064,590,14,2024-10-08 16:11:56.496826
1065,591,3,2024-10-08 16:11:56.496826
1066,592,7,2024-10-08 16:11:56.496826
1067,593,14,2024-10-08 16:11:56.496826
1068,594,5,2024-10-08 16:11:56.496826
1069,595,5,2024-10-08 16:11:56.496826
1070,596,3,2024-10-08 16:11:56.496826
1071,596,5,2024-10-08 16:11:56.496826
1072,597,3,2024-10-08 16:11:56.496826
1073,598,13,2024-10-08 16:11:56.496826
1074,599,2,2024-10-08 16:11:56.496826
1075,600,5,2024-10-08 16:11:56.496826
1076,600,6,2024-10-08 16:11:56.496826
1077,600,7,2024-10-08 16:11:56.496826
1078,601,7,2024-10-08 16:11:56.496826
1079,602,7,2024-10-08 16:11:56.496826
1080,602,13,2024-10-08 16:11:56.496826
1081,603,15,2024-10-08 16:11:56.496826
1082,604,2,2024-10-08 16:11:56.496826
1083,604,9,2024-10-08 16:11:56.496826
1084,605,3,2024-10-08 16:11:56.496826
1085,606,13,2024-10-08 16:11:56.496826
1086,606,15,2024-10-08 16:11:56.496826
1087,607,6,2024-10-08 16:11:56.496826
1088,608,14,2024-10-08 16:11:56.496826
1089,609,3,2024-10-08 16:11:56.496826
1090,609,10,2024-10-08 16:11:56.496826
1091,609,11,2024-10-08 16:11:56.496826
1092,609,12,2024-10-08 16:11:56.496826
1093,610,3,2024-10-08 16:11:56.496826
1094,610,10,2024-10-08 16:11:56.496826
1095,610,11,2024-10-08 16:11:56.496826
1096,610,12,2024-10-08 16:11:56.496826
1097,611,10,2024-10-08 16:11:56.496826
1098,611,11,2024-10-08 16:11:56.496826
1099,611,12,2024-10-08 16:11:56.496826
1100,612,2,2024-10-08 16:11:56.496826
1101,612,5,2024-10-08 16:11:56.496826
1102,612,7,2024-10-08 16:11:56.496826
1103,613,9,2024-10-08 16:11:56.496826
1104,614,14,2024-10-08 16:11:56.496826
1105,615,6,2024-10-08 16:11:56.496826
1106,616,2,2024-10-08 16:11:56.496826
1107,616,14,2024-10-08 16:11:56.496826
1108,617,4,2024-10-08 16:11:56.496826
1109,617,14,2024-10-08 16:11:56.496826
1110,618,6,2024-10-08 16:11:56.496826
1111,619,7,2024-10-08 16:11:56.496826
1112,620,6,2024-10-08 16:11:56.496826
1113,620,9,2024-10-08 16:11:56.496826
1114,621,6,2024-10-08 16:11:56.496826
1115,622,2,2024-10-08 16:11:56.496826
1116,622,7,2024-10-08 16:11:56.496826
1117,623,14,2024-10-08 16:11:56.496826
1118,624,7,2024-10-08 16:11:56.496826
1119,625,3,2024-10-08 16:11:56.496826
1120,626,5,2024-10-08 16:11:56.496826
1121,627,3,2024-10-08 16:11:56.496826
1122,627,5,2024-10-08 16:11:56.496826
1123,627,7,2024-10-08 16:11:56.496826
1124,627,8,2024-10-08 16:11:56.496826
1125,628,6,2024-10-08 16:11:56.496826
1126,629,2,2024-10-08 16:11:56.496826
1127,629,5,2024-10-08 16:11:56.496826
1128,629,7,2024-10-08 16:11:56.496826
1129,630,15,2024-10-08 16:11:56.496826
1130,631,6,2024-10-08 16:11:56.496826
1131,631,7,2024-10-08 16:11:56.496826
1132,632,6,2024-10-08 16:11:56.496826
1133,633,2,2024-10-08 16:11:56.496826
1134,634,5,2024-10-08 16:11:56.496826
1135,634,6,2024-10-08 16:11:56.496826
1136,635,3,2024-10-08 16:11:56.496826
1137,635,5,2024-10-08 16:11:56.496826
1138,636,2,2024-10-08 16:11:56.496826
1139,637,7,2024-10-08 16:11:56.496826
1140,638,2,2024-10-08 16:11:56.496826
1141,638,9,2024-10-08 16:11:56.496826
1142,639,6,2024-10-08 16:11:56.496826
1143,639,14,2024-10-08 16:11:56.496826
1144,640,2,2024-10-08 16:11:56.496826
1145,641,13,2024-10-08 16:11:56.496826
1146,642,3,2024-10-08 16:11:56.496826
1147,643,6,2024-10-08 16:11:56.496826
1148,643,7,2024-10-08 16:11:56.496826
1149,644,3,2024-10-08 16:11:56.496826
1150,644,10,2024-10-08 16:11:56.496826
1151,644,12,2024-10-08 16:11:56.496826
1152,645,9,2024-10-08 16:11:56.496826
1153,645,13,2024-10-08 16:11:56.496826
1154,646,5,2024-10-08 16:11:56.496826
1155,646,6,2024-10-08 16:11:56.496826
1156,647,6,2024-10-08 16:11:56.496826
1157,648,6,2024-10-08 16:11:56.496826
1158,648,8,2024-10-08 16:11:56.496826
1159,649,8,2024-10-08 16:11:56.496826
1160,650,2,2024-10-08 16:11:56.496826
1161,650,7,2024-10-08 16:11:56.496826
1162,651,2,2024-10-08 16:11:56.496826
1163,651,3,2024-10-08 16:11:56.496826
1164,651,7,2024-10-08 16:11:56.496826
1165,651,9,2024-10-08 16:11:56.496826
1166,652,5,2024-10-08 16:11:56.496826
1167,653,9,2024-10-08 16:11:56.496826
1168,654,7,2024-10-08 16:11:56.496826
1169,655,3,2024-10-08 16:11:56.496826
1170,655,5,2024-10-08 16:11:56.496826
1171,655,8,2024-10-08 16:11:56.496826
1172,656,4,2024-10-08 16:11:56.496826
1173,656,8,2024-10-08 16:11:56.496826
1174,656,9,2024-10-08 16:11:56.496826
1175,657,7,2024-10-08 16:11:56.496826
1176,657,9,2024-10-08 16:11:56.496826
1177,658,2,2024-10-08 16:11:56.496826
1178,659,3,2024-10-08 16:11:56.496826
1179,659,10,2024-10-08 16:11:56.496826
1180,659,11,2024-10-08 16:11:56.496826
1181,659,12,2024-10-08 16:11:56.496826
1182,660,3,2024-10-08 16:11:56.496826
1183,661,10,2024-10-08 16:11:56.496826
1184,661,11,2024-10-08 16:11:56.496826
1185,661,12,2024-10-08 16:11:56.496826
1186,662,2,2024-10-08 16:11:56.496826
1187,662,3,2024-10-08 16:11:56.496826
1188,662,7,2024-10-08 16:11:56.496826
1189,662,12,2024-10-08 16:11:56.496826
1190,663,6,2024-10-08 16:11:56.496826
1191,664,3,2024-10-08 16:11:56.496826
1192,664,7,2024-10-08 16:11:56.496826
1193,665,14,2024-10-08 16:11:56.496826
1194,666,6,2024-10-08 16:11:56.496826
1195,667,6,2024-10-08 16:11:56.496826
1196,668,2,2024-10-08 16:11:56.496826
1197,669,7,2024-10-08 16:11:56.496826
1198,670,3,2024-10-08 16:11:56.496826
1199,671,2,2024-10-08 16:11:56.496826
1200,671,3,2024-10-08 16:11:56.496826
1201,671,7,2024-10-08 16:11:56.496826
1202,672,9,2024-10-08 16:11:56.496826
1203,673,2,2024-10-08 16:11:56.496826
1204,673,6,2024-10-08 16:11:56.496826
1205,673,7,2024-10-08 16:11:56.496826
1206,673,9,2024-10-08 16:11:56.496826
1207,674,3,2024-10-08 16:11:56.496826
1208,675,2,2024-10-08 16:11:56.496826
1209,675,7,2024-10-08 16:11:56.496826
1210,676,14,2024-10-08 16:11:56.496826
1211,677,3,2024-10-08 16:11:56.496826
1212,678,3,2024-10-08 16:11:56.496826
1213,678,7,2024-10-08 16:11:56.496826
1214,678,10,2024-10-08 16:11:56.496826
1215,678,12,2024-10-08 16:11:56.496826
1216,678,13,2024-10-08 16:11:56.496826
1217,679,6,2024-10-08 16:11:56.496826
1218,680,7,2024-10-08 16:11:56.496826
1219,680,9,2024-10-08 16:11:56.496826
1220,681,4,2024-10-08 16:11:56.496826
1221,681,6,2024-10-08 16:11:56.496826
1222,682,3,2024-10-08 16:11:56.496826
1223,682,13,2024-10-08 16:11:56.496826
1224,683,6,2024-10-08 16:11:56.496826
1225,684,5,2024-10-08 16:11:56.496826
1226,685,10,2024-10-08 16:11:56.496826
1227,685,11,2024-10-08 16:11:56.496826
1228,685,12,2024-10-08 16:11:56.496826
1229,686,15,2024-10-08 16:11:56.496826
1230,687,2,2024-10-08 16:11:56.496826
1231,688,3,2024-10-08 16:11:56.496826
1232,688,5,2024-10-08 16:11:56.496826
1233,688,12,2024-10-08 16:11:56.496826
1234,689,3,2024-10-08 16:11:56.496826
1235,689,14,2024-10-08 16:11:56.496826
1236,690,7,2024-10-08 16:11:56.496826
1237,691,3,2024-10-08 16:11:56.496826
1238,692,3,2024-10-08 16:11:56.496826
1239,692,14,2024-10-08 16:11:56.496826
1240,693,4,2024-10-08 16:11:56.496826
1241,693,6,2024-10-08 16:11:56.496826
1242,694,6,2024-10-08 16:11:56.496826
1243,695,5,2024-10-08 16:11:56.496826
1244,695,6,2024-10-08 16:11:56.496826
1245,696,5,2024-10-08 16:11:56.496826
1246,696,6,2024-10-08 16:11:56.496826
1247,696,7,2024-10-08 16:11:56.496826
1248,697,14,2024-10-08 16:11:56.496826
1249,698,3,2024-10-08 16:11:56.496826
1250,699,3,2024-10-08 16:11:56.496826
1251,699,12,2024-10-08 16:11:56.496826
1252,700,6,2024-10-08 16:11:56.496826
1253,701,3,2024-10-08 16:11:56.496826
1254,701,12,2024-10-08 16:11:56.496826
1255,701,14,2024-10-08 16:11:56.496826
1256,702,14,2024-10-08 16:11:56.496826
1257,703,2,2024-10-08 16:11:56.496826
