course_id,course_name,course_desc,course_creator,course_img,createdAt,updatedAt,data_loaded_at
587,"Content, Advertising & Social IMC","Want your content to go viral? Who doesn't! It takes a thoughtful, integrated approach to make content that stands out in our increasingly oversaturated world. In this fourth course of the Social Marketing Specialization - ""Content, Advertising & Social IMC"" - you will learn how marketers are successfully navigating today's media landscape. You will learn why developing engaging content for your audience is an essential component in effective social marketing. A panel of experts will unlock the paid/owned/earned media riddle and replace it with an integrated who/what/where approach that utilizes platform-specific messaging to grow your market share. This course also includes an overview of the integrated marketing communications strategy for social and how it is being deployed around the globe, as well as gamification tips to keep your audiences coming back for more. In addition, you will learn the secrets to advertising on Facebook and other social sites.  Additional MOOC 4 faculty include: * Judy Ungar Franks (President, The Marketing Democracy, Ltd. & Lecturer, Medill Integrated Marketing Communications, Northwestern) * Steffi Decker (Junior Partner, Chong and Koster) * Joey Strawn (Director of Integrated Marketing, Industrial Strength Marketing)",800,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
588,Introduction to Power Electronics,"This course can also be taken for academic credit as ECEA 5700, part of CU Boulderï¿½s Master of Science in Electrical Engineering degree.  This course introduces the basic concepts of switched-mode converter circuits for controlling and converting electrical power with high efficiency. Principles of converter circuit analysis are introduced, and are developed for finding the steady state voltages, current, and efficiency of power converters. Assignments include simulation of a dc-dc converter, analysis of an inverting dc-dc converter, and modeling and efficiency analysis of an electric vehicle system and of a USB power regulator.  After completing this course, you will: ? Understand what a switched-mode converter is and its basic operating principles ? Be able to solve for the steady-state voltages and currents of step-down, step-up, inverting, and other power converters ? Know how to derive an averaged equivalent circuit model and solve for the converter efficiency  A basic understanding of electrical circuit analysis is an assumed prerequisite for this course.",200,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
589,Rails with Active Record and Action Pack,"You already know how to build a basic web application with the Ruby on Rails framework. Perhaps, you have even taken Course 1, ""Ruby on Rails: An Introduction"" (we highly recommend it) where you relied on external web services to be your ï¿½data layerï¿½. But in the back of your mind, you always knew that there would come a time when you would need to roll up your sleeves and learn SQL to be able to interact with your own relational database (RDBMS). But there is an easier way to get started with SQL using the Active Record Object/Relational (ORM) framework. In this course, we will be able to use the Ruby language and the Active Record ORM framework to automate interactions with the database to quickly build the application we want.   In Rails with Active Record and Action Pack, we will explore how to interact with relational databases by using Active Record, a Ruby gem, which Rails uses by default for database access. We will then take a look at what role Active Record plays in the overall request-response cycle, when a client (the browser) requests data from the server, as well as how to submit the data to the server.  Of course, when accessing data, security is of paramount importance! We will talk about vulnerabilities such as SQL injection, as well as how to secure access to data by authenticating and authorizing users accessing the data. Take this course to build a Ruby on Rails application with Active Record to automate the detailed SQL interactions with our database.",700,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
590,Accounting for Business Decision Making: Measurement and Operational Decisions,"Accounting information is the lifeblood of the organization as it facilitates and influences operational and strategic decisions intended to achieve organizational goals. Organizations benefit from three decision-oriented roles of accounting: measurement, control, and communication.   This course provides an introduction to accountingï¿½s measurement role inside of an organization and how accountants communicate information that helps managers and employees make operational decisions. In particular, you will learn how cost information is created and organized to help managers and employees conduct profitability analyses, develop and choose products, make pricing decisions, and make common business decisions.   Upon successful completion of this course, you will be able to: ï¿½\tIdentify the nature, purpose, and importance of different types of decision-useful accounting information. ï¿½\tCreate, organize, and communicate cost information to best suit common operational decisions.  ï¿½\tUse accounting information to manage products, control costs, and leverage other drivers of operational success.  If you enjoy this business course and are interested in an MBA, consider applying to the iMBA, a flexible, fully-accredited online MBA at an incredibly competitive price offered by the University of Illinois. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",300,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
591,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity","You will be able to gain and apply your knowledge and understanding of personal and professional awareness, organization and commitment, and use the tools, methods and techniques that you have learned in goal setting, prioritization, scheduling, and delegation to overcome time management challenges and enhance productivity.  Upon completing this course, you will be able to: 1.       Learn to plan effectively to achieve your personal and professional goals 2.       Learn to recognize and overcome barriers to successful time management 3.       Identify specific time management tools and use them effectively 4.       Manage resources both effectively and efficiently 5.       Keep your sense of perspective to prevent and manage crises 6.       Learn to delegate effectively 7.       Learn to manage expectations and say ï¿½Noï¿½ when appropriate",200,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
592,Build Multilayer Perceptron Models with Keras,"In this 45-minute long project-based course, you will build and train a multilayer perceptronl (MLP) model using Keras, with Tensorflow as its backend. We will be working with the Reuters dataset, a set of short newswires and their topics, published by Reuters in 1986. It's a very simple, widely used toy dataset for text classification. There are 46 different topics, some of which are more represented than others. But each topic has at least 10 examples in the training set. So in this project, you will build a MLP feed-forward neural network to classify Reuters newswires into 46 different mutually-exclusive topics.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, youï¿½ll get instant access to a cloud desktop with Python, Jupyter, and Keras pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",600,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
593,Financial Reporting Capstone,"The Capstone is the culminating project in the Financial Reporting Specialization. You will have the opportunity to combine the concepts and techniques obtained through all the courses in this specialization (Accounting Analysis I: The Role of Accounting as an Information System, Accounting Analysis I: Measurement and Disclosure of Assets, Accounting Analysis II: Measurement and Disclosure of Liabilities, and Accounting Analysis II: Accounting for Liabilities and Equity) and apply them to a real world accounting project. The Capstone project will be 3 weeks long. You must take the Capstone project class after taking all the other courses in this Specialization.",100,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1794,Statistics with R Capstone,"The capstone project will be an analysis using R that answers a specific scientific/business question provided by the course team. A large and complex dataset will be provided to learners and the analysis will require the application of a variety of methods and techniques introduced in the previous courses, including exploratory data analysis through data visualization and numerical summaries, statistical inference, and modeling as well as interpretations of these results in the context of the data and the research question. The analysis will implement both frequentist and Bayesian techniques and discuss in context of the data how these two approaches are similar and different, and what these differences mean for conclusions that can be drawn from the data.   A sampling of the final projects will be featured on the Duke Statistical Science department website.  Note: Only learners who have passed the four previous courses in the specialization are eligible to take the Capstone.",100,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
594,Songwriting: Writing the Lyrics,"Thereï¿½s a songwriter lurking somewhere inside you, peeking around corners, wondering if itï¿½s safe to come out. Now it is. This course is an invitation to let your inner songwriter step into the sunlight. All it takes is a simple ï¿½yesï¿½ and youï¿½ll be climbing that windy hill, marveling at the view.  If you havenï¿½t written any or many songs, this course will show you an efficient, effective process for tailoring songs to express your ideas and emotions. If you have, youï¿½ll look at your process differently, taking control of aspects of the process you may have not noticed.  The course will start by examining the tools available to you, all revolving around the essential concept of prosody. Youï¿½ll learn to use your tools to enhance your messageï¿½to work compositionally at the same time youï¿½re developing your ideas.  Youï¿½ll be working both lyrically and musically, though musically itï¿½s not necessary that you either read music or play an instrument. If you play, great, and youï¿½ll be encouraged to play and record your musical responses to the assignments. If you donï¿½t play, the course offers you a number of musical loops to work with. All youï¿½ll have to do is sing your melodies over the loops.  Assignments will ask you to post something for peer reviewï¿½sometimes lyric lines or sections, sometimes melodies, sometimes both. None of it has to be polished. The course is about writing, not performing.  Most important, youï¿½ll have a lot of fun.",100,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
595,Healthcare Marketplace,"In this course in the Healthcare Marketplace specialization you will identify, define, and describe potential business and public policy solutions to the challenges facing societyï¿½s growing demand for health services.  Students will master a body of knowledge on the health care sectors major components through reading and reflection.    Healthcare has many different cultural components that will be discussed as historic trends as well as future demographic challenges.  You will understand diverse philosophies and cultures within and across societies as they relate to healthcare.  This outcome is particularly critical because of the tradeoffs needed to be assessed as medical technology advances faster than budgets and perhaps cultures are sometimes willing to tolerate.    At the end of the day, you will gain an appreciation for the role of creativity, innovation, discovery, and expression across disciplines in the development of new medical care solutions through and examination of the physician, medical technology and financing sub-sectors of the health economy.",600,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
596,Capstone Project: Business Technology Management,"The Capstone Project places you in the shoes of a CIO of a hypothetical FMCG firm, Indus Consumer Products Limited, who is required to select a portfolio of IT investments for the decision year that is aligned with the business strategy and objectives of the firm. Different business units in the company have proposed different applications to implement. Your job as CIO will be to analyze the business case for each of the projects and identify those that best serve the long-term business strategy and objectives of the firm. Your choice of IT investments is constrained by the IT budget for the given financial year.  The case consists of the following artifacts: -          Letter from the CEO -          Company Report -          IT Assessment Report  -          Proposal for the SCM Initiative  -          Proposal for Rural Connect -          Proposal for the new ERP System   The case is designed to provide a Capstone experience on many of the concepts and frameworks learned in the specialization.  Learners need to: (a)    Identify a broad business focus of the company using the competitor data. Provide a couple of lines on the strategic pain points for the firm. (b)     Which one of the five applications must the company invest in? Why? Provide strategic and financial reasons in support. (c)     Thoroughly analyse past projects to remove redundant or unviable investments. (d)    Identify and propose strategies for managing risk associated with large scale IT investments.  (e)    Create an organizational structure and communication plan that will engage various stakeholders of the organization.",800,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
597,Supply Chain Sourcing,"Have you ever wondered how companies manage relationships with their thousands of suppliers? Sourcing is an important part of managing a successful supply chain. This course introduces you to the exciting area of supply chain sourcing. Part of a broader specialization on Supply Chain Management, you will master the supplier selection process and supplier segmentation. At the completion of this course you will have the tools and techniques to find the right vendors and maintain the right relationship with any one of your existing suppliers.",300,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
598,"Recruiting, Hiring, and Onboarding Employees","Finding and hiring the right people is often cited as the number one concern of businesses today. It seems we are all competing for the best and brightest workers.  As you will see in our time together in the second course, a critical component of the People Manager Value Proposition is to hire talented people who enable the organization to achieve its strategic goals. This course is an introduction into the topic of recruitment, selection and onboarding.   At the outset of the course we will explore the importance of linking recruitment goals with overall company strategy. We then look at a number of options to recruit and select employees both effectively and legally. Throughout the course we will examine current issues in talent acquisition, such as how companies are now leveraging social media and hiring analytics to ensure better quality hires.  At the conclusion of the course, we look at how to onboard employees to promote employee commitment and engagement.",800,https://images.pexels.com/photos/4344860/pexels-photo-4344860.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
599,Programming with Scratch,"Learning coding is not only about understanding the programming language being used, but also developing important computational thinking skills, which are useful for problem solving across many disciplinary areas. In this course, students will learn basic programming skills by creating interactive storybooks, animations, and games with Scratch, which is a block-based visual programming language for anyone new to coding.",300,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1795,Fundamentals of Rehearsing Music Ensembles,"Learn and practice the basic principles of running an effective music ensemble rehearsal.  Techniques and strategies are applicable to a variety of ensembles, including bands, orchestras, choirs, and chamber groups.",400,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
600,Teaching Impacts of Technology: Workplace of the Future,"In this course youï¿½ll focus on how the Internet has enabled new careers and changed expectations in traditional work settings, creating a new vision for the workplace of the future. This will be done through a series of paired teaching sections, exploring a specific ï¿½Impact of Computingï¿½ in your typical day and the ï¿½Technologies and Computing Conceptsï¿½ that enable that impact, all at a K12-appropriate level.   This course is part of a larger Specialization through which youï¿½ll learn impacts of computing concepts you need to know, organized into 5 distinct digital ï¿½worldsï¿½, as well as learn pedagogical techniques and evaluate lesson plans and resources to utilize in your classroom. By the end, youï¿½ll be prepared to teach pre-college learners to be both savvy and effective participants in their digital world.  In this particular digital world (careers and work), youï¿½ll explore the following Impacts & Technology pairs --  Impacts (Getting jobs in new ways): technology based freelancing, Linkedin and how it changed the way we work   Technology and Computing Concepts: Data retrieval, data vs metadata, SQL, Boolean logic (AND, OR, NOT)  Impacts (Physical ties to work restricts people and businesses): work communication, the cloud, cloud computing, companies affected by ransomware attacks  Technology and Computing Concepts: how the cloud works, FTP, cloud storage, clients and servers, scalability basics, fault tolerance, AWS, devops  Impacts (Advancing your career in the fast moving technical world): digital technology changing jobs, online classes, machines replacing jobs, data science and artificial intelligence  In the pedagogy section for this course, in which best practices for teaching computing concepts are explored, youï¿½ll learn how to effectively explore and critique curricular material you find and practice reviewing lesson plans, with a focus on material aimed at learning HTML.  In terms of CSTA K-12 computer science standards, weï¿½ll primarily cover learning objectives within the ï¿½impacts of computingï¿½ concept, while also including some within the ï¿½networks and the Internetï¿½ concepts and the ï¿½data and analysisï¿½ concept.  Practices we cover include ï¿½fostering and inclusive computing cultureï¿½, ï¿½recognizing and defining computational problemsï¿½, and ï¿½communicating about computingï¿½.",400,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
601,Essential Google Cloud Infrastructure: Core Services,"This accelerated on-demand course introduces participants to the comprehensive and flexible infrastructure and platform services provided by Google Cloud with a focus on Compute Engine. Through a combination of video lectures, demos, and hands-on labs, participants explore and deploy solution elements, including infrastructure components such as networks, systems and applications services. This course also covers deploying practical solutions including customer-supplied encryption keys, security and access management, quotas and billing, and resource monitoring.  Prerequisites: To get the most out of this course, participants should have: ï¿½ Completed Google Cloud Fundamentals: Core Infrastructure or have equivalent experience ï¿½ Completed Essential Google Cloud Infrastructure: Foundation or have equivalent experience ï¿½ Basic proficiency with command-line tools and Linux operating system environments ï¿½ Systems Operations experience including deploying and managing applications, either on-premises or in a public cloud environment  New! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud Enroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits;   => Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching  => 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests  >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",300,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
602,"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases","This course provides students an understanding of important human parasitic diseases, including their life cycles, vectors of transmission, distribution and epidemiology, pathophysiology and clinical manifestations, treatment, and prevention and control. Tropical Parasitology is taught by faculty from an area highly impacted by tropical parasites- the Kilimanjaro Christian Medical University College in Moshi, Tanzania.  The faculty include Drs. Frank Mosha and Mramba Nyindo (and two lecturers, Drs. Johnson Matowo and Jovin Kitau). Dr. John Bartlett, Professor of Medicine, Global Health and Nursing at Duke University, joins his faculty colleagues in this effort.",800,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
603,"The Modern World, Part One: Global History from 1760 to 1910",This is a survey of modern history from a global perspective. Part One begins with the political and economic revolutions of the late 1700s and tracks the transformation of the world during the 1800s.  Part One concludes as these bewildering changes seem to be running beyond the capacity of older institutions to handle them.  Throughout the course we try to grasp what is happening and ask:  Why?  And the answers often turn on very human choices.,600,https://images.pexels.com/photos/5668473/pexels-photo-5668473.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
604,Solar Energy System Design,"Solar Energy System Design builds upon the introduction to PV systems from Solar Energy Basics course, which included basic system components and functions, as well as some basic system sizing using simplifying assumptions. You should at this point have a basic understanding of electrical power and energy, be able to calculate the energy needs of a site as well as energy production potential for a PV system at a given location under optimal conditions. Much of this course will focus on incorporating on the ground conditions into energy production considerations, and how to account for these conditions in system design and equipment selection. By the end of this course you should be able to incorporate losses in irradiance due to array setups with less than optimal positioning and/or shading, and account for variations in module output due to temperature variations in your system design.",800,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
605,Protecting Business Innovations via Strategy,"Protecting Business Innovations Via Strategy  Watch Course Overview:  https://youtu.be/mUja4iwbrTE  Strategy can be useful for protecting business innovation when no other form of protection exist (e.g. copyright, patent & trademark). Strategy can also compliment and strengthen other forms of innovation protection. Understanding how to use strategy to protect innovation and limitation of strategy as a form of protection will be useful for business managers.  This course will cover strategies from tangible resources to intangible strategies business employ to be successful. (1)  Resource-based strategy  (2)  Move fast or get passed  (3)  e-commerce  (4) Changing the rules     This course is one part of a four course series focusing on protection of business innovations using copyright, patent, trademark and strategy, and these four courses may be taken in any order that is most beneficial to students interested in learning about protecting innovation.  Other courses in the Protecting Business Innovations series: 1. Copyright:     https://www.coursera.org/learn/protect-business-innovations-copyright 2. Trademark:  https://www.coursera.org/learn/protect-business-innovations-trademark  3. Patent:          https://www.coursera.org/learn/protect-business-innovations-patent 4. Strategy:       https://www.coursera.org/learn/protect-business-innovations-strategy",100,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
606,Ecosystems of California,"This course surveys the diversity, structure and functioning of Californiaï¿½s ecosystems through time and the ways they have influenced and responded to human activities and stewardship. Topics include ecosystem drivers such as climate, soils, and land use history; human and ecological prehistory of the state; comparative marine, freshwater, and terrestrial ecosystem dynamics; and managed ecosystems such as range, fisheries and agriculture in California. The course also emphasizes important skills to understand as a scientist or consumer of scientific information, including data collection, natural history, and writing.",800,https://images.pexels.com/photos/4344860/pexels-photo-4344860.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
607,How Computers Work,"Computers are everywhere, they aren't just the desktops and laptops we use for work but the phones in our pockets and even the watches on our wrists are also computers. You probably use a computer every day and in fact you are reading this on a computer!   Just because we use computers all the time, doesn't mean that we understand them, or find them easy to use. Computer Science is the science of computers, it is the field of knowledge that experts use to understand computer systems. Knowing a little computer science will help you understand the computers all around you.   This isn't a how-to course for a particular piece of software, instead you will learn some fundamental concepts that you can apply to any software or computer system. You'll apply these concepts to the kind of computer systems we use every day, including word processing applications, e-commerce, the internet and web sites. You will learn how to apply computer science concepts to solve problems in daily computer use and generally be a better computer user.   Taking this course could be the start of your career in computer science, and the course is an introduction to the Bachelors in Computer Science from University of London, but it is also for you if you just want to learn a little computer science to help you better understand the computers you use in your ordinary life.",600,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
608,Making the Case for Robotic Process Automation,"Overview Robotic Process Automation (RPA) is reshaping the accounting and finance profession. 40% of transactional accounting work is expected to be automated by 2020 and predicted to touch 230 million knowledge workers, 9% of the global workforce, according to McKinsey Research. Driven by the need to stay competitive, decrease costs and increase efficiency, RPA is quickly making a significant impact on the profession. Companies no longer think about ""if"" but ""when"" to implement RPA.  Short Description: ï¿½\tRobotic Process Automation (RPA) can transform business processes by eliminating the mundane, time-consuming, manual tasks that professionals complete; enabling them more time to focus on critical thinking. This course for accounting and finance professionals worldwide will show through use cases how robotic process automation can be utilized to decrease errors and increase productivity.   Course description/ Overarching Learning Goal This course is intended to provide accounting and financial professionals with practical literacy on robotic process automation through a real-world, relevant data preparation use case.  It will help identify potential uses and the benefits and considerations for robotic process automation.   This course will help you make the business case by helping you assess requirements, define proof of value and measure and validate the ROI for automation.",100,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
609,Influencer Marketing Strategy,"Influencer marketing is the practice of engaging internal and industry experts with active networks to help achieve measurable business goals.   This course is about strategy. Although there is no all-purpose, one-size-fits-all influencer marketing strategy template, you will learn how to tailor one for a wide variety of B2B, B2C, and nonprofit organizations using the two-step flow model of communication.   But this course is also about tactics. I believe, ï¿½Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat.ï¿½ So, you will learn both in this 6-week long course.  Your final project for this course is to create a pitch deck for a social media influencer strategy. The purpose of your final project is to give you a concrete artifact that you can use to demonstrate your mastery of new competencies and skills to either the executives in your current organization or to prospective employers.",800,https://images.pexels.com/photos/8867382/pexels-photo-8867382.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
610,Digital Media and Marketing Strategies,"The proliferation of digital technology gives businesses a diverse new set of tools to reach, engage, monitor, and respond to consumers to an unprecedented degree. The aggregated and voluminous digital data can also be leveraged to better target specific consumer segments. Following the Digital Marketing Channels: The Landscape, this course aims to give you a deeper understanding of core processes of planning a digital marketing campaign and the role of various digital channels in an integrated marketing communication.",300,https://images.pexels.com/photos/267401/pexels-photo-267401.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
611,Intro to International Marketing,"About this Course  This course brings together two key subjects, International Marketing and Cross Industry Innovation. It will provide the basic foundations of international marketing and then explain how companies can grow by going abroad or sourcing ideas/expanding into other countries or industries. This is summarized as CCCI: Cross-Country and Cross-Industry Innovation, a term and analytical platform used throughout not only this course but others in the specialization. As an introductory course, we keep the concepts short and simple in order to ease learners into the wonderful world of international marketing. More specific operational aspects such as managing the product, price, place and promotion as well as targeting and positioning will be provided in the second course of the specialization.   After you successfully complete this course learners will obtain the following outcomes:  (1) an understanding of the core meaning of marketing and international marketing.  (2) learn that international marketing is about striking the right balance between maximizing the similarities across cultures (Etic approach) and customizing marketing (Emic approach) to important local differences. (3) learn about how to source or expand into other industries at home or abroad via cross industry innovation. (4) obtain a solid foundation for subsequent courses such as course 2 (International Marketing Entry and Execution) and the industry-specific courses in the specialization.",800,https://images.pexels.com/photos/12935051/pexels-photo-12935051.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
612,Building Conversational Experiences with Dialogflow,"This course provides a deep dive into how to create a chatbot using Dialogflow, augment it with Cloud Natural Language API, and operationalize it using Google Cloud tools.  >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",300,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
613,Docker Essentials & Building a Containerized Web Application,"This is a 2-hour long project-based course and the most comprehensive one about Docker Containers. By the end of this project, you will have packaged, built, and deployed a static web application using Docker. Along the way, you will also learn the essential concepts and commands about Docker containers. Apart from demystifying the Docker landscape, it'll prepare you with hands-on experience for building and containerizing your own applications.  Even if you have no prior experience with containers, this project should be all you need to:  - Get started with Docker containers & related concepts. - Deep-dive to get your hands dirty with Docker command-line. - Emerge as someone who knows how to use Docker and build containerized applications.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",500,https://images.pexels.com/photos/196644/pexels-photo-196644.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
614,Applying Investment Decision Rules for Startups,"In the previous course, you learned financial statement analysis and how to make estimate of future financial status. In this course, you are going to learn capital budgeting. That is, how to make an investment decision. You would like to select the best project among various projects you can take. Then, you need to know the criteria. In this course, you are going to learn investment decision criteria such as NPV and IRR, which are most popular decision rules. Using financial analysis and discounted cash flow method, you can make pro forma financial statement and estimate project cash flows. Then, you apply investment criteria to determine whether to invest or not. After learning how to apply NPV and IRR method to investment decision, you are going to learn how to evaluate NPV estimate and scenario, what-if analyses and break-even analysis. In addition to NPV and IRR, you are going to learn Payback period method and Profitability method to determine whether to invest or not when there is a political risk or capital rationing.",800,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
615,Qualitative Data Collection Methods,"This course presents a detailed overview of qualitative methods of data collection, including observation, interviews, and focus group discussions. We will start with an in-depth overview of each method, explore how to plan for data collection, including developing data collection guides, and discuss techniques for managing data collection. For observation, weï¿½ll focus on approaches with low levels of interaction with people and the environment (e.g. non-participant observation). Weï¿½ll talk about note-taking strategies, the use of observation guides, and approaches to writing up fieldnotes. For interviews, weï¿½ll discuss development of effective question guides and demonstrate interviewing techniques. For focus group discussions, weï¿½ll highlight moderation strategies and how to integrate activities into question guides to promote interaction in the group setting. Finally, weï¿½ll briefly discuss the transcription process for recorded interviews and focus group discussions. Learners of this course will not only be able to put what they learn into practice, but they'll also develop a portfolio of qualitative research materials for career advancement.",800,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
616,Financial Engineering and Risk Management Part I,"Financial Engineering is a multidisciplinary field drawing from finance and economics, mathematics, statistics, engineering and computational methods. The emphasis of FE & RM Part I will be on the use of simple stochastic models to price derivative securities in various asset classes including equities, fixed income, credit and mortgage-backed securities. We will also consider the role that some of these asset classes played during the financial crisis. A notable feature of this course will be an interview module with Emanuel Derman, the renowned ``quant'' and best-selling author of ""My Life as a Quant"".   We hope that students who complete the course will begin to understand the ""rocket science"" behind financial engineering but perhaps more importantly, we hope they will also understand the limitations of this theory in practice and why financial models should always be treated with a healthy degree of skepticism. The follow-on course FE & RM Part II will continue to develop derivatives pricing models but it will also focus on asset allocation and portfolio optimization as well as other applications of financial engineering such as real options, commodity and energy derivatives and algorithmic trading.",700,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
617,The Economics of Agro-Food Value Chains,"Have a look at our trailer for a brief introduction to this course: https://youtu.be/GADAgxTHjgE   In this course, you learn how the agro-food value chain approaches the challenge of constantly improving its competitiveness by producing high quality food and products and also aiming to attain greater sustainability. Some of the topics of this course are: ï¿½\tThe notion of quality for food and agricultural products and consumer value.  ï¿½\tHow to conduct market research in this field. ï¿½\tLabelling, branding and pricing strategies, as-well as innovation in the agro-food sector. ï¿½\tHow sustainability can be used as a competitive advantage through corporate social responsibility. ï¿½\tThe role and different types of industrial standards.   ï¿½\tThe different forms of coordination in the chain, in particular with regard to the retailing and distribution sector.    This course is taught by a group of international experts from Universities in Italy, Germany, Ireland, Scotland and the Netherlands. Each of them will give you insights into a specific topic related to food quality and the organization of the agro-food value chains.",700,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
618,Machine Learning Algorithms: Supervised Learning Tip to Tail,"This course takes you from understanding the fundamentals of a machine learning project. Learners will understand and implement supervised learning techniques on real case studies to analyze business case scenarios where decision trees, k-nearest neighbours and support vector machines are optimally used. Learners will also gain skills to contrast the practical consequences of different data preparation steps and describe common production issues in applied ML.  To be successful, you should have at least beginner-level background in Python programming (e.g., be able to read and code trace existing code, be comfortable with conditionals, loops, variables, lists, dictionaries and arrays). You should have a basic understanding of linear algebra (vector notation) and statistics (probability distributions and mean/median/mode).  This is the second course of the Applied Machine Learning Specialization brought to you by Coursera and the Alberta Machine Intelligence Institute.",500,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
