id,skill_id,user_id,competency,data_loaded_at
1034,97,63,advanced,2024-10-08 16:11:56.496826
1035,91,63,advanced,2024-10-08 16:11:56.496826
1036,100,63,advanced,2024-10-08 16:11:56.496826
1037,92,63,intermediate,2024-10-08 16:11:56.496826
1038,90,63,advanced,2024-10-08 16:11:56.496826
1039,101,63,advanced,2024-10-08 16:11:56.496826
1040,103,63,intermediate,2024-10-08 16:11:56.496826
1041,51,63,intermediate,2024-10-08 16:11:56.496826
1042,47,63,advanced,2024-10-08 16:11:56.496826
1043,62,63,advanced,2024-10-08 16:11:56.496826
1044,51,64,advanced,2024-10-08 16:11:56.496826
1045,62,64,advanced,2024-10-08 16:11:56.496826
1046,98,64,advanced,2024-10-08 16:11:56.496826
1047,96,64,intermediate,2024-10-08 16:11:56.496826
1048,95,64,intermediate,2024-10-08 16:11:56.496826
1049,99,64,intermediate,2024-10-08 16:11:56.496826
1050,94,64,advanced,2024-10-08 16:11:56.496826
1051,105,64,intermediate,2024-10-08 16:11:56.496826
1052,91,64,advanced,2024-10-08 16:11:56.496826
1053,90,64,advanced,2024-10-08 16:11:56.496826
1054,100,64,advanced,2024-10-08 16:11:56.496826
1055,22,64,advanced,2024-10-08 16:11:56.496826
1056,102,64,advanced,2024-10-08 16:11:56.496826
1057,101,64,advanced,2024-10-08 16:11:56.496826
1058,22,65,intermediate,2024-10-08 16:11:56.496826
1059,101,65,intermediate,2024-10-08 16:11:56.496826
1060,90,65,intermediate,2024-10-08 16:11:56.496826
1061,102,65,intermediate,2024-10-08 16:11:56.496826
1062,51,65,intermediate,2024-10-08 16:11:56.496826
1063,99,65,advanced,2024-10-08 16:11:56.496826
1064,94,65,advanced,2024-10-08 16:11:56.496826
1065,96,65,advanced,2024-10-08 16:11:56.496826
1066,92,65,advanced,2024-10-08 16:11:56.496826
1067,95,65,advanced,2024-10-08 16:11:56.496826
1068,97,65,advanced,2024-10-08 16:11:56.496826
1069,103,65,intermediate,2024-10-08 16:11:56.496826
1070,100,65,intermediate,2024-10-08 16:11:56.496826
1071,105,65,intermediate,2024-10-08 16:11:56.496826
1072,104,65,advanced,2024-10-08 16:11:56.496826
1073,91,65,advanced,2024-10-08 16:11:56.496826
1074,47,65,advanced,2024-10-08 16:11:56.496826
1075,93,65,advanced,2024-10-08 16:11:56.496826
1076,98,65,advanced,2024-10-08 16:11:56.496826
1077,100,66,advanced,2024-10-08 16:11:56.496826
1078,92,66,intermediate,2024-10-08 16:11:56.496826
1079,99,66,intermediate,2024-10-08 16:11:56.496826
1080,22,66,advanced,2024-10-08 16:11:56.496826
1081,101,66,advanced,2024-10-08 16:11:56.496826
1082,95,66,advanced,2024-10-08 16:11:56.496826
1083,93,66,advanced,2024-10-08 16:11:56.496826
1084,102,66,advanced,2024-10-08 16:11:56.496826
1085,94,66,advanced,2024-10-08 16:11:56.496826
1086,98,66,advanced,2024-10-08 16:11:56.496826
1087,97,66,advanced,2024-10-08 16:11:56.496826
1088,47,66,advanced,2024-10-08 16:11:56.496826
1089,96,66,advanced,2024-10-08 16:11:56.496826
1090,62,66,intermediate,2024-10-08 16:11:56.496826
1091,97,67,intermediate,2024-10-08 16:11:56.496826
1092,51,67,advanced,2024-10-08 16:11:56.496826
1093,100,67,advanced,2024-10-08 16:11:56.496826
1094,105,67,intermediate,2024-10-08 16:11:56.496826
1095,62,67,advanced,2024-10-08 16:11:56.496826
1096,90,67,advanced,2024-10-08 16:11:56.496826
1097,22,67,advanced,2024-10-08 16:11:56.496826
1098,91,67,intermediate,2024-10-08 16:11:56.496826
1099,103,67,advanced,2024-10-08 16:11:56.496826
1100,96,67,intermediate,2024-10-08 16:11:56.496826
1101,99,67,advanced,2024-10-08 16:11:56.496826
1102,104,67,advanced,2024-10-08 16:11:56.496826
1103,93,67,advanced,2024-10-08 16:11:56.496826
1104,94,67,advanced,2024-10-08 16:11:56.496826
1105,101,67,intermediate,2024-10-08 16:11:56.496826
1106,92,67,advanced,2024-10-08 16:11:56.496826
1107,98,67,advanced,2024-10-08 16:11:56.496826
1108,47,67,advanced,2024-10-08 16:11:56.496826
1109,102,67,advanced,2024-10-08 16:11:56.496826
1110,93,68,advanced,2024-10-08 16:11:56.496826
1111,96,68,advanced,2024-10-08 16:11:56.496826
1112,92,68,advanced,2024-10-08 16:11:56.496826
1113,91,68,advanced,2024-10-08 16:11:56.496826
1114,105,68,advanced,2024-10-08 16:11:56.496826
1115,94,68,intermediate,2024-10-08 16:11:56.496826
1116,102,68,advanced,2024-10-08 16:11:56.496826
1117,62,68,advanced,2024-10-08 16:11:56.496826
1118,51,68,advanced,2024-10-08 16:11:56.496826
1119,104,68,advanced,2024-10-08 16:11:56.496826
1120,95,68,advanced,2024-10-08 16:11:56.496826
1121,47,68,intermediate,2024-10-08 16:11:56.496826
1122,100,68,advanced,2024-10-08 16:11:56.496826
1123,22,68,advanced,2024-10-08 16:11:56.496826
1124,97,68,advanced,2024-10-08 16:11:56.496826
1125,103,68,advanced,2024-10-08 16:11:56.496826
1126,99,69,advanced,2024-10-08 16:11:56.496826
1127,97,69,advanced,2024-10-08 16:11:56.496826
1128,103,69,advanced,2024-10-08 16:11:56.496826
1129,95,69,advanced,2024-10-08 16:11:56.496826
1130,104,69,advanced,2024-10-08 16:11:56.496826
1131,92,69,intermediate,2024-10-08 16:11:56.496826
1132,98,69,advanced,2024-10-08 16:11:56.496826
1133,51,69,advanced,2024-10-08 16:11:56.496826
1134,22,69,advanced,2024-10-08 16:11:56.496826
1135,96,69,advanced,2024-10-08 16:11:56.496826
1136,47,69,advanced,2024-10-08 16:11:56.496826
1137,101,69,advanced,2024-10-08 16:11:56.496826
1138,105,69,advanced,2024-10-08 16:11:56.496826
1139,91,69,advanced,2024-10-08 16:11:56.496826
1140,93,69,advanced,2024-10-08 16:11:56.496826
1141,90,69,advanced,2024-10-08 16:11:56.496826
1142,62,69,advanced,2024-10-08 16:11:56.496826
1143,102,69,advanced,2024-10-08 16:11:56.496826
1144,100,69,advanced,2024-10-08 16:11:56.496826
1145,94,69,advanced,2024-10-08 16:11:56.496826
1146,112,70,intermediate,2024-10-08 16:11:56.496826
1147,113,70,intermediate,2024-10-08 16:11:56.496826
1148,107,70,advanced,2024-10-08 16:11:56.496826
1149,115,70,advanced,2024-10-08 16:11:56.496826
1150,108,70,intermediate,2024-10-08 16:11:56.496826
1151,110,70,advanced,2024-10-08 16:11:56.496826
1152,117,70,advanced,2024-10-08 16:11:56.496826
1153,114,70,advanced,2024-10-08 16:11:56.496826
1154,106,70,advanced,2024-10-08 16:11:56.496826
1155,116,70,advanced,2024-10-08 16:11:56.496826
1156,109,71,advanced,2024-10-08 16:11:56.496826
1157,117,71,advanced,2024-10-08 16:11:56.496826
1158,108,71,advanced,2024-10-08 16:11:56.496826
1159,115,71,advanced,2024-10-08 16:11:56.496826
1160,107,71,advanced,2024-10-08 16:11:56.496826
1161,114,71,advanced,2024-10-08 16:11:56.496826
1162,113,71,advanced,2024-10-08 16:11:56.496826
1163,106,71,advanced,2024-10-08 16:11:56.496826
1164,109,72,advanced,2024-10-08 16:11:56.496826
1165,115,72,advanced,2024-10-08 16:11:56.496826
1166,108,72,advanced,2024-10-08 16:11:56.496826
1167,112,72,advanced,2024-10-08 16:11:56.496826
1168,117,72,advanced,2024-10-08 16:11:56.496826
1169,110,72,advanced,2024-10-08 16:11:56.496826
1170,116,72,advanced,2024-10-08 16:11:56.496826
1171,106,72,advanced,2024-10-08 16:11:56.496826
1172,114,72,intermediate,2024-10-08 16:11:56.496826
1173,113,72,advanced,2024-10-08 16:11:56.496826
1174,111,72,advanced,2024-10-08 16:11:56.496826
1175,107,72,advanced,2024-10-08 16:11:56.496826
1176,117,73,advanced,2024-10-08 16:11:56.496826
1177,108,73,advanced,2024-10-08 16:11:56.496826
1178,109,73,intermediate,2024-10-08 16:11:56.496826
1179,111,73,advanced,2024-10-08 16:11:56.496826
1180,106,73,advanced,2024-10-08 16:11:56.496826
1181,107,73,advanced,2024-10-08 16:11:56.496826
1182,112,73,intermediate,2024-10-08 16:11:56.496826
1183,115,73,advanced,2024-10-08 16:11:56.496826
1184,113,73,intermediate,2024-10-08 16:11:56.496826
1185,116,73,advanced,2024-10-08 16:11:56.496826
1186,114,73,advanced,2024-10-08 16:11:56.496826
1187,108,74,intermediate,2024-10-08 16:11:56.496826
1188,113,74,advanced,2024-10-08 16:11:56.496826
1189,114,74,advanced,2024-10-08 16:11:56.496826
1190,115,74,intermediate,2024-10-08 16:11:56.496826
1191,116,74,advanced,2024-10-08 16:11:56.496826
1192,109,74,advanced,2024-10-08 16:11:56.496826
1193,110,74,advanced,2024-10-08 16:11:56.496826
1194,106,74,advanced,2024-10-08 16:11:56.496826
1195,111,74,advanced,2024-10-08 16:11:56.496826
1196,115,75,advanced,2024-10-08 16:11:56.496826
1197,110,75,advanced,2024-10-08 16:11:56.496826
1198,114,75,advanced,2024-10-08 16:11:56.496826
1199,112,75,advanced,2024-10-08 16:11:56.496826
1200,108,75,advanced,2024-10-08 16:11:56.496826
1201,111,75,advanced,2024-10-08 16:11:56.496826
1202,116,75,advanced,2024-10-08 16:11:56.496826
1203,117,75,advanced,2024-10-08 16:11:56.496826
1204,106,75,intermediate,2024-10-08 16:11:56.496826
1205,113,75,intermediate,2024-10-08 16:11:56.496826
1206,106,76,intermediate,2024-10-08 16:11:56.496826
1207,111,76,advanced,2024-10-08 16:11:56.496826
1208,114,76,intermediate,2024-10-08 16:11:56.496826
1209,108,76,advanced,2024-10-08 16:11:56.496826
1210,112,76,advanced,2024-10-08 16:11:56.496826
1211,110,76,advanced,2024-10-08 16:11:56.496826
1212,116,76,advanced,2024-10-08 16:11:56.496826
1213,107,76,advanced,2024-10-08 16:11:56.496826
1214,109,76,advanced,2024-10-08 16:11:56.496826
1215,115,76,advanced,2024-10-08 16:11:56.496826
1216,114,77,advanced,2024-10-08 16:11:56.496826
1217,112,77,advanced,2024-10-08 16:11:56.496826
1218,116,77,advanced,2024-10-08 16:11:56.496826
1219,110,77,advanced,2024-10-08 16:11:56.496826
1220,113,77,intermediate,2024-10-08 16:11:56.496826
1221,111,77,advanced,2024-10-08 16:11:56.496826
1222,106,77,advanced,2024-10-08 16:11:56.496826
1223,107,77,advanced,2024-10-08 16:11:56.496826
1224,108,77,advanced,2024-10-08 16:11:56.496826
1225,115,77,advanced,2024-10-08 16:11:56.496826
1226,117,77,advanced,2024-10-08 16:11:56.496826
1227,109,77,advanced,2024-10-08 16:11:56.496826
1228,110,78,advanced,2024-10-08 16:11:56.496826
1229,113,78,intermediate,2024-10-08 16:11:56.496826
1230,112,78,advanced,2024-10-08 16:11:56.496826
1231,114,78,intermediate,2024-10-08 16:11:56.496826
1232,117,78,advanced,2024-10-08 16:11:56.496826
1233,109,78,intermediate,2024-10-08 16:11:56.496826
1234,107,78,intermediate,2024-10-08 16:11:56.496826
1235,111,78,advanced,2024-10-08 16:11:56.496826
1236,115,78,intermediate,2024-10-08 16:11:56.496826
1237,116,78,advanced,2024-10-08 16:11:56.496826
1238,117,79,advanced,2024-10-08 16:11:56.496826
1239,106,79,advanced,2024-10-08 16:11:56.496826
1240,108,79,advanced,2024-10-08 16:11:56.496826
1241,111,79,advanced,2024-10-08 16:11:56.496826
1242,115,79,advanced,2024-10-08 16:11:56.496826
1243,114,79,intermediate,2024-10-08 16:11:56.496826
1244,107,79,advanced,2024-10-08 16:11:56.496826
1245,116,79,intermediate,2024-10-08 16:11:56.496826
1246,109,79,advanced,2024-10-08 16:11:56.496826
1247,112,79,advanced,2024-10-08 16:11:56.496826
1248,117,80,advanced,2024-10-08 16:11:56.496826
1249,110,80,advanced,2024-10-08 16:11:56.496826
1250,115,80,advanced,2024-10-08 16:11:56.496826
1251,116,80,advanced,2024-10-08 16:11:56.496826
1252,109,80,advanced,2024-10-08 16:11:56.496826
1253,108,80,advanced,2024-10-08 16:11:56.496826
1254,111,80,advanced,2024-10-08 16:11:56.496826
1255,114,80,intermediate,2024-10-08 16:11:56.496826
1256,109,81,advanced,2024-10-08 16:11:56.496826
1257,113,81,advanced,2024-10-08 16:11:56.496826
1258,116,81,advanced,2024-10-08 16:11:56.496826
1259,115,81,advanced,2024-10-08 16:11:56.496826
1260,110,81,advanced,2024-10-08 16:11:56.496826
1261,108,81,intermediate,2024-10-08 16:11:56.496826
1262,117,81,advanced,2024-10-08 16:11:56.496826
1263,114,81,intermediate,2024-10-08 16:11:56.496826
1264,118,82,advanced,2024-10-08 16:11:56.496826
1265,127,82,advanced,2024-10-08 16:11:56.496826
1266,121,82,advanced,2024-10-08 16:11:56.496826
1267,119,82,advanced,2024-10-08 16:11:56.496826
1268,124,82,intermediate,2024-10-08 16:11:56.496826
1269,120,82,advanced,2024-10-08 16:11:56.496826
1270,122,82,advanced,2024-10-08 16:11:56.496826
1271,128,82,advanced,2024-10-08 16:11:56.496826
1272,179,82,intermediate,2024-10-08 16:11:56.496826
1273,120,83,intermediate,2024-10-08 16:11:56.496826
1274,118,83,intermediate,2024-10-08 16:11:56.496826
1275,124,83,advanced,2024-10-08 16:11:56.496826
1276,179,83,advanced,2024-10-08 16:11:56.496826
1277,126,83,intermediate,2024-10-08 16:11:56.496826
1278,128,83,intermediate,2024-10-08 16:11:56.496826
1279,127,83,advanced,2024-10-08 16:11:56.496826
1280,122,83,advanced,2024-10-08 16:11:56.496826
1281,125,83,advanced,2024-10-08 16:11:56.496826
1282,123,83,intermediate,2024-10-08 16:11:56.496826
1283,121,83,advanced,2024-10-08 16:11:56.496826
1284,128,84,advanced,2024-10-08 16:11:56.496826
1285,129,84,advanced,2024-10-08 16:11:56.496826
1286,119,84,advanced,2024-10-08 16:11:56.496826
1287,125,84,advanced,2024-10-08 16:11:56.496826
1288,127,84,intermediate,2024-10-08 16:11:56.496826
1289,120,84,intermediate,2024-10-08 16:11:56.496826
1290,179,84,advanced,2024-10-08 16:11:56.496826
1291,123,84,advanced,2024-10-08 16:11:56.496826
1292,121,84,advanced,2024-10-08 16:11:56.496826
1293,124,84,advanced,2024-10-08 16:11:56.496826
1294,126,84,advanced,2024-10-08 16:11:56.496826
1295,118,84,advanced,2024-10-08 16:11:56.496826
1296,122,84,advanced,2024-10-08 16:11:56.496826
1297,123,85,advanced,2024-10-08 16:11:56.496826
1298,121,85,advanced,2024-10-08 16:11:56.496826
1299,120,85,advanced,2024-10-08 16:11:56.496826
1300,127,85,advanced,2024-10-08 16:11:56.496826
1301,129,85,intermediate,2024-10-08 16:11:56.496826
1302,126,85,advanced,2024-10-08 16:11:56.496826
1303,179,85,advanced,2024-10-08 16:11:56.496826
1304,122,85,advanced,2024-10-08 16:11:56.496826
1305,125,85,advanced,2024-10-08 16:11:56.496826
1306,119,85,advanced,2024-10-08 16:11:56.496826
1307,118,85,advanced,2024-10-08 16:11:56.496826
1308,128,85,advanced,2024-10-08 16:11:56.496826
1309,124,85,advanced,2024-10-08 16:11:56.496826
1310,128,86,advanced,2024-10-08 16:11:56.496826
1311,125,86,advanced,2024-10-08 16:11:56.496826
1312,127,86,advanced,2024-10-08 16:11:56.496826
1313,119,86,intermediate,2024-10-08 16:11:56.496826
1314,124,86,advanced,2024-10-08 16:11:56.496826
1315,123,86,advanced,2024-10-08 16:11:56.496826
1316,121,86,advanced,2024-10-08 16:11:56.496826
1317,126,86,advanced,2024-10-08 16:11:56.496826
1318,118,86,advanced,2024-10-08 16:11:56.496826
1319,124,87,advanced,2024-10-08 16:11:56.496826
1320,126,87,intermediate,2024-10-08 16:11:56.496826
1321,120,87,advanced,2024-10-08 16:11:56.496826
1322,129,87,intermediate,2024-10-08 16:11:56.496826
1323,119,87,advanced,2024-10-08 16:11:56.496826
1324,128,87,advanced,2024-10-08 16:11:56.496826
1325,123,87,advanced,2024-10-08 16:11:56.496826
1326,122,87,intermediate,2024-10-08 16:11:56.496826
1327,118,87,advanced,2024-10-08 16:11:56.496826
1328,121,87,advanced,2024-10-08 16:11:56.496826
1329,179,87,advanced,2024-10-08 16:11:56.496826
1330,127,87,advanced,2024-10-08 16:11:56.496826
1331,125,87,advanced,2024-10-08 16:11:56.496826
1332,123,88,intermediate,2024-10-08 16:11:56.496826
1333,125,88,advanced,2024-10-08 16:11:56.496826
1334,127,88,advanced,2024-10-08 16:11:56.496826
1335,121,88,intermediate,2024-10-08 16:11:56.496826
1336,126,88,intermediate,2024-10-08 16:11:56.496826
1337,119,88,intermediate,2024-10-08 16:11:56.496826
1338,179,88,advanced,2024-10-08 16:11:56.496826
1339,118,88,advanced,2024-10-08 16:11:56.496826
1340,128,88,intermediate,2024-10-08 16:11:56.496826
1341,124,88,advanced,2024-10-08 16:11:56.496826
1342,129,88,advanced,2024-10-08 16:11:56.496826
1343,122,88,advanced,2024-10-08 16:11:56.496826
1344,127,89,advanced,2024-10-08 16:11:56.496826
1345,124,89,intermediate,2024-10-08 16:11:56.496826
1346,119,89,advanced,2024-10-08 16:11:56.496826
1347,125,89,advanced,2024-10-08 16:11:56.496826
1348,120,89,advanced,2024-10-08 16:11:56.496826
1349,126,89,advanced,2024-10-08 16:11:56.496826
1350,122,89,advanced,2024-10-08 16:11:56.496826
1351,118,89,advanced,2024-10-08 16:11:56.496826
1352,128,89,advanced,2024-10-08 16:11:56.496826
1353,123,89,advanced,2024-10-08 16:11:56.496826
1354,121,89,advanced,2024-10-08 16:11:56.496826
1355,179,89,advanced,2024-10-08 16:11:56.496826
1356,135,90,advanced,2024-10-08 16:11:56.496826
1357,130,90,advanced,2024-10-08 16:11:56.496826
1358,134,90,intermediate,2024-10-08 16:11:56.496826
1359,27,90,advanced,2024-10-08 16:11:56.496826
1360,133,90,advanced,2024-10-08 16:11:56.496826
1361,136,90,advanced,2024-10-08 16:11:56.496826
1362,131,90,advanced,2024-10-08 16:11:56.496826
1363,138,90,advanced,2024-10-08 16:11:56.496826
1364,139,90,advanced,2024-10-08 16:11:56.496826
1365,140,90,advanced,2024-10-08 16:11:56.496826
1366,137,90,advanced,2024-10-08 16:11:56.496826
1367,26,90,advanced,2024-10-08 16:11:56.496826
1368,132,90,intermediate,2024-10-08 16:11:56.496826
1369,26,91,advanced,2024-10-08 16:11:56.496826
1370,131,91,advanced,2024-10-08 16:11:56.496826
1371,140,91,advanced,2024-10-08 16:11:56.496826
1372,139,91,advanced,2024-10-08 16:11:56.496826
1373,132,91,advanced,2024-10-08 16:11:56.496826
1374,130,91,advanced,2024-10-08 16:11:56.496826
1375,136,91,advanced,2024-10-08 16:11:56.496826
1376,133,91,advanced,2024-10-08 16:11:56.496826
1377,134,91,advanced,2024-10-08 16:11:56.496826
1378,137,91,advanced,2024-10-08 16:11:56.496826
1379,134,92,advanced,2024-10-08 16:11:56.496826
1380,131,92,advanced,2024-10-08 16:11:56.496826
1381,136,92,advanced,2024-10-08 16:11:56.496826
1382,26,92,advanced,2024-10-08 16:11:56.496826
1383,133,92,advanced,2024-10-08 16:11:56.496826
1384,137,92,advanced,2024-10-08 16:11:56.496826
1385,138,92,intermediate,2024-10-08 16:11:56.496826
1386,132,92,advanced,2024-10-08 16:11:56.496826
1387,140,92,advanced,2024-10-08 16:11:56.496826
1388,135,92,advanced,2024-10-08 16:11:56.496826
1389,139,92,advanced,2024-10-08 16:11:56.496826
1390,27,92,intermediate,2024-10-08 16:11:56.496826
1391,130,92,advanced,2024-10-08 16:11:56.496826
1392,131,93,intermediate,2024-10-08 16:11:56.496826
1393,137,93,advanced,2024-10-08 16:11:56.496826
1394,26,93,advanced,2024-10-08 16:11:56.496826
1395,27,93,advanced,2024-10-08 16:11:56.496826
1396,139,93,advanced,2024-10-08 16:11:56.496826
1397,134,93,advanced,2024-10-08 16:11:56.496826
1398,132,93,advanced,2024-10-08 16:11:56.496826
1399,133,93,intermediate,2024-10-08 16:11:56.496826
1400,138,93,advanced,2024-10-08 16:11:56.496826
1401,137,94,advanced,2024-10-08 16:11:56.496826
1402,134,94,advanced,2024-10-08 16:11:56.496826
1403,135,94,advanced,2024-10-08 16:11:56.496826
1404,27,94,advanced,2024-10-08 16:11:56.496826
1405,130,94,advanced,2024-10-08 16:11:56.496826
1406,133,94,advanced,2024-10-08 16:11:56.496826
1407,132,94,intermediate,2024-10-08 16:11:56.496826
1408,26,94,advanced,2024-10-08 16:11:56.496826
1409,138,94,advanced,2024-10-08 16:11:56.496826
1410,131,94,advanced,2024-10-08 16:11:56.496826
1411,26,95,advanced,2024-10-08 16:11:56.496826
1412,138,95,advanced,2024-10-08 16:11:56.496826
1413,27,95,advanced,2024-10-08 16:11:56.496826
1414,137,95,advanced,2024-10-08 16:11:56.496826
1415,136,95,advanced,2024-10-08 16:11:56.496826
1416,139,95,advanced,2024-10-08 16:11:56.496826
1417,134,95,advanced,2024-10-08 16:11:56.496826
1418,132,95,advanced,2024-10-08 16:11:56.496826
1419,133,95,advanced,2024-10-08 16:11:56.496826
1420,135,95,advanced,2024-10-08 16:11:56.496826
1421,131,95,advanced,2024-10-08 16:11:56.496826
1422,140,95,advanced,2024-10-08 16:11:56.496826
1423,130,95,advanced,2024-10-08 16:11:56.496826
1424,142,96,advanced,2024-10-08 16:11:56.496826
1425,148,96,advanced,2024-10-08 16:11:56.496826
1426,143,96,intermediate,2024-10-08 16:11:56.496826
1427,146,96,advanced,2024-10-08 16:11:56.496826
1428,141,96,advanced,2024-10-08 16:11:56.496826
1429,150,96,advanced,2024-10-08 16:11:56.496826
1430,149,96,advanced,2024-10-08 16:11:56.496826
1431,141,97,advanced,2024-10-08 16:11:56.496826
1432,144,97,intermediate,2024-10-08 16:11:56.496826
1433,148,97,advanced,2024-10-08 16:11:56.496826
1434,149,97,advanced,2024-10-08 16:11:56.496826
1435,147,97,advanced,2024-10-08 16:11:56.496826
1436,143,97,advanced,2024-10-08 16:11:56.496826
1437,150,97,advanced,2024-10-08 16:11:56.496826
1438,143,98,intermediate,2024-10-08 16:11:56.496826
1439,145,98,advanced,2024-10-08 16:11:56.496826
1440,151,98,advanced,2024-10-08 16:11:56.496826
1441,147,98,advanced,2024-10-08 16:11:56.496826
1442,148,98,advanced,2024-10-08 16:11:56.496826
1443,146,98,advanced,2024-10-08 16:11:56.496826
1444,144,98,advanced,2024-10-08 16:11:56.496826
1445,142,98,advanced,2024-10-08 16:11:56.496826
1446,149,98,advanced,2024-10-08 16:11:56.496826
1447,162,99,intermediate,2024-10-08 16:11:56.496826
1448,158,99,advanced,2024-10-08 16:11:56.496826
1449,154,99,advanced,2024-10-08 16:11:56.496826
1450,160,99,advanced,2024-10-08 16:11:56.496826
1451,152,99,intermediate,2024-10-08 16:11:56.496826
1452,156,99,advanced,2024-10-08 16:11:56.496826
1453,159,99,advanced,2024-10-08 16:11:56.496826
1454,157,99,advanced,2024-10-08 16:11:56.496826
1455,160,101,advanced,2024-10-08 16:11:56.496826
1456,161,101,intermediate,2024-10-08 16:11:56.496826
1457,153,101,intermediate,2024-10-08 16:11:56.496826
1458,155,101,advanced,2024-10-08 16:11:56.496826
1459,152,101,intermediate,2024-10-08 16:11:56.496826
1460,159,101,advanced,2024-10-08 16:11:56.496826
1461,156,101,advanced,2024-10-08 16:11:56.496826
1462,161,102,advanced,2024-10-08 16:11:56.496826
1463,153,102,advanced,2024-10-08 16:11:56.496826
1464,155,102,intermediate,2024-10-08 16:11:56.496826
1465,160,102,advanced,2024-10-08 16:11:56.496826
1466,156,102,advanced,2024-10-08 16:11:56.496826
1467,158,102,advanced,2024-10-08 16:11:56.496826
1468,162,102,advanced,2024-10-08 16:11:56.496826
1469,157,102,advanced,2024-10-08 16:11:56.496826
1470,159,103,advanced,2024-10-08 16:11:56.496826
1471,153,103,advanced,2024-10-08 16:11:56.496826
1472,158,103,advanced,2024-10-08 16:11:56.496826
1473,152,103,advanced,2024-10-08 16:11:56.496826
1474,161,103,advanced,2024-10-08 16:11:56.496826
1475,156,103,advanced,2024-10-08 16:11:56.496826
1476,154,103,advanced,2024-10-08 16:11:56.496826
1477,162,103,advanced,2024-10-08 16:11:56.496826
1478,160,103,intermediate,2024-10-08 16:11:56.496826
1479,157,103,advanced,2024-10-08 16:11:56.496826
1480,155,103,advanced,2024-10-08 16:11:56.496826
1481,161,104,advanced,2024-10-08 16:11:56.496826
1482,162,104,advanced,2024-10-08 16:11:56.496826
1483,152,104,advanced,2024-10-08 16:11:56.496826
1484,154,104,intermediate,2024-10-08 16:11:56.496826
1485,159,104,intermediate,2024-10-08 16:11:56.496826
1486,156,104,advanced,2024-10-08 16:11:56.496826
1487,153,104,advanced,2024-10-08 16:11:56.496826
1488,160,104,advanced,2024-10-08 16:11:56.496826
1489,158,104,intermediate,2024-10-08 16:11:56.496826
1490,173,105,advanced,2024-10-08 16:11:56.496826
1491,176,105,advanced,2024-10-08 16:11:56.496826
1492,165,105,advanced,2024-10-08 16:11:56.496826
1493,167,105,intermediate,2024-10-08 16:11:56.496826
1494,170,105,intermediate,2024-10-08 16:11:56.496826
1495,164,105,advanced,2024-10-08 16:11:56.496826
1496,171,105,advanced,2024-10-08 16:11:56.496826
1497,169,105,advanced,2024-10-08 16:11:56.496826
1498,168,105,advanced,2024-10-08 16:11:56.496826
1499,166,105,advanced,2024-10-08 16:11:56.496826
1500,172,105,intermediate,2024-10-08 16:11:56.496826
1501,163,105,advanced,2024-10-08 16:11:56.496826
1502,29,105,intermediate,2024-10-08 16:11:56.496826
1503,179,105,advanced,2024-10-08 16:11:56.496826
1504,172,106,advanced,2024-10-08 16:11:56.496826
1505,173,106,advanced,2024-10-08 16:11:56.496826
1506,29,106,advanced,2024-10-08 16:11:56.496826
1507,165,106,intermediate,2024-10-08 16:11:56.496826
1508,171,106,advanced,2024-10-08 16:11:56.496826
1509,166,106,advanced,2024-10-08 16:11:56.496826
1510,163,106,advanced,2024-10-08 16:11:56.496826
1511,169,106,intermediate,2024-10-08 16:11:56.496826
1512,179,106,advanced,2024-10-08 16:11:56.496826
1513,176,106,advanced,2024-10-08 16:11:56.496826
1514,167,106,advanced,2024-10-08 16:11:56.496826
1515,168,106,advanced,2024-10-08 16:11:56.496826
1516,164,106,intermediate,2024-10-08 16:11:56.496826
1517,170,106,advanced,2024-10-08 16:11:56.496826
1518,176,107,advanced,2024-10-08 16:11:56.496826
1519,29,107,intermediate,2024-10-08 16:11:56.496826
1520,179,107,advanced,2024-10-08 16:11:56.496826
1521,164,107,intermediate,2024-10-08 16:11:56.496826
1522,170,107,intermediate,2024-10-08 16:11:56.496826
1523,169,107,intermediate,2024-10-08 16:11:56.496826
1524,166,107,advanced,2024-10-08 16:11:56.496826
1525,165,107,intermediate,2024-10-08 16:11:56.496826
1526,168,107,intermediate,2024-10-08 16:11:56.496826
1527,171,107,advanced,2024-10-08 16:11:56.496826
1528,170,108,advanced,2024-10-08 16:11:56.496826
1529,176,108,advanced,2024-10-08 16:11:56.496826
1530,166,108,advanced,2024-10-08 16:11:56.496826
1531,164,108,advanced,2024-10-08 16:11:56.496826
1532,29,108,intermediate,2024-10-08 16:11:56.496826
1533,163,108,intermediate,2024-10-08 16:11:56.496826
1534,171,108,advanced,2024-10-08 16:11:56.496826
1535,172,109,advanced,2024-10-08 16:11:56.496826
1536,163,109,intermediate,2024-10-08 16:11:56.496826
1537,167,109,advanced,2024-10-08 16:11:56.496826
1538,171,109,advanced,2024-10-08 16:11:56.496826
1539,173,109,intermediate,2024-10-08 16:11:56.496826
1540,166,109,advanced,2024-10-08 16:11:56.496826
1541,176,109,advanced,2024-10-08 16:11:56.496826
1542,169,109,advanced,2024-10-08 16:11:56.496826
1543,165,109,intermediate,2024-10-08 16:11:56.496826
1544,163,110,intermediate,2024-10-08 16:11:56.496826
1545,176,110,intermediate,2024-10-08 16:11:56.496826
1546,29,110,advanced,2024-10-08 16:11:56.496826
